Date,Open,High,Low,Close,Adj Close,Volume
1992-02-01,3223.39990234375,3293.3798828125,3207.9599609375,3267.699951171875,3267.699951171875,411150000
1992-03-01,3267.699951171875,3299.639892578125,3188.280029296875,3235.5,3235.5,402410000
1992-04-01,3235.5,3366.5,3161.22998046875,3359.10009765625,3359.10009765625,458300000
1992-05-01,3359.10009765625,3440.669921875,3324.02001953125,3396.89990234375,3396.89990234375,388240000
1992-06-01,3396.89990234375,3422.280029296875,3254.050048828125,3318.5,3318.5,475360000
1992-07-01,3318.800048828125,3402.9599609375,3266.530029296875,3393.800048828125,3393.800048828125,449770000
1992-08-01,3393.800048828125,3399.989990234375,3207.10009765625,3257.39990234375,3257.39990234375,363380000
1992-09-01,3257.39990234375,3376.489990234375,3242.760009765625,3271.699951171875,3271.699951171875,436570000
1992-10-01,3271.699951171875,3280.85009765625,3095.7900390625,3226.300048828125,3226.300048828125,530760000
1992-11-01,3226.300048828125,3308.409912109375,3184.669921875,3305.199951171875,3305.199951171875,452340000
1992-12-01,3305.199951171875,3352.7099609375,3248.159912109375,3301.110107421875,3301.110107421875,510650000
1993-01-01,3301.10009765625,3320.830078125,3231.949951171875,3310.0,3310.0,620010000
1993-02-01,3310.0,3456.72998046875,3266.800048828125,3370.81005859375,3370.81005859375,577510000
1993-03-01,3370.800048828125,3482.1201171875,3343.260009765625,3435.110107421875,3435.110107421875,586100000
1993-04-01,3435.10009765625,3481.580078125,3363.7900390625,3427.550048828125,3427.550048828125,645990000
1993-05-01,3439.39990234375,3565.070068359375,3415.330078125,3527.429931640625,3527.429931640625,472660000
1993-06-01,3527.39990234375,3569.780029296875,3462.659912109375,3516.080078125,3516.080078125,461140000
1993-07-01,3516.10009765625,3583.5,3449.89990234375,3539.469970703125,3539.469970703125,500980000
1993-08-01,3539.5,3663.830078125,3536.9599609375,3651.25,3651.25,526610000
1993-09-01,3651.300048828125,3655.719970703125,3507.06005859375,3555.1201171875,3555.1201171875,487790000
1993-10-01,3555.10009765625,3708.820068359375,3553.719970703125,3680.590087890625,3680.590087890625,529130000
1993-11-01,3680.60009765625,3717.760009765625,3600.669921875,3683.949951171875,3683.949951171875,576680000
1993-12-01,3685.10009765625,3799.919921875,3685.06005859375,3754.090087890625,3754.090087890625,517250000
1994-01-01,3754.10009765625,3985.9599609375,3742.81005859375,3978.360107421875,3978.360107421875,619530000
1994-02-01,3978.39990234375,3982.02001953125,3632.02001953125,3832.02001953125,3832.02001953125,508560000
1994-03-01,3832.0,3895.93994140625,3559.090087890625,3635.9599609375,3635.9599609375,667490000
1994-04-01,3634.5,3710.840087890625,3552.469970703125,3681.68994140625,3681.68994140625,566680000
1994-05-01,3681.699951171875,3772.7900390625,3623.10009765625,3758.3701171875,3758.3701171875,533470000
1994-06-01,3758.39990234375,3823.389892578125,3610.39990234375,3624.9599609375,3624.9599609375,554560000
1994-07-01,3625.0,3770.0,3623.02001953125,3764.5,3764.5,450610000
1994-08-01,3764.5,3939.320068359375,3736.330078125,3913.419921875,3913.419921875,625170000
1994-09-01,3913.10009765625,3992.639892578125,3820.31005859375,3843.18994140625,3843.18994140625,591450000
1994-10-01,3843.199951171875,3949.840087890625,3747.969970703125,3908.1201171875,3908.1201171875,636250000
1994-11-01,3907.780029296875,3907.780029296875,3638.6298828125,3739.22998046875,3739.22998046875,613270000
1994-12-01,3739.199951171875,3866.39990234375,3655.110107421875,3834.43994140625,3834.43994140625,543610000
1995-01-01,3834.39990234375,3936.719970703125,3817.260009765625,3843.860107421875,3843.860107421875,615760000
1995-02-01,3843.89990234375,4021.22998046875,3831.409912109375,4011.050048828125,4011.050048828125,576090000
1995-03-01,4011.10009765625,4198.83984375,3945.68994140625,4157.68994140625,4157.68994140625,702540000
1995-04-01,4157.7001953125,4328.52978515625,4155.9599609375,4321.27001953125,4321.27001953125,547570000
1995-05-01,4321.2998046875,4465.14013671875,4301.56005859375,4465.14013671875,4465.14013671875,689940000
1995-06-01,4465.10009765625,4593.10009765625,4406.68994140625,4556.10009765625,4556.10009765625,641520000
1995-07-01,4556.10009765625,4747.2099609375,4551.25,4708.47021484375,4708.47021484375,665580000
1995-08-01,4708.5,4754.9599609375,4570.85009765625,4610.56005859375,4610.56005859375,623030000
1995-09-01,4610.2001953125,4816.5400390625,4607.02978515625,4789.080078125,4789.080078125,707190000
1995-10-01,4789.7998046875,4816.89990234375,4659.740234375,4755.47998046875,4755.47998046875,685570000
1995-11-01,4753.7001953125,5118.93017578125,4744.64013671875,5074.490234375,5074.490234375,598970000
1995-12-01,5075.60009765625,5235.6201171875,5051.72998046875,5117.1201171875,5117.1201171875,601160000
1996-01-01,5115.7001953125,5408.669921875,5014.52001953125,5395.2998046875,5395.2998046875,851030000
1996-02-01,5394.89990234375,5659.39990234375,5348.33984375,5485.6201171875,5485.6201171875,769130000
1996-03-01,5488.2001953125,5709.97021484375,5424.2001953125,5587.14013671875,5587.14013671875,831070000
1996-04-01,5588.60009765625,5697.68994140625,5415.52978515625,5569.080078125,5569.080078125,756530000
1996-05-01,5567.60009765625,5796.10009765625,5342.2001953125,5643.18017578125,5643.18017578125,801900000
1996-06-01,5643.89990234375,5742.5400390625,5580.3798828125,5654.6298828125,5654.6298828125,647790000
1996-07-01,5654.60009765625,5733.31005859375,5182.31982421875,5528.91015625,5528.91015625,781850000
1996-08-01,5528.89990234375,5739.02001953125,5524.10009765625,5616.2099609375,5616.2099609375,615820000
1996-09-01,5611.7998046875,5929.89013671875,5561.4599609375,5882.169921875,5882.169921875,649320000
1996-10-01,5878.39990234375,6133.72998046875,5861.669921875,6029.3798828125,6029.3798828125,766260000
1996-11-01,6027.10009765625,6589.52978515625,5998.81982421875,6521.7001953125,6521.7001953125,741560000
1996-12-01,6520.60009765625,6587.0498046875,6236.0498046875,6448.27001953125,6448.27001953125,781180000
1997-01-01,6447.5,6906.60009765625,6352.830078125,6813.08984375,6813.08984375,1003920000
1997-02-01,6810.7998046875,7073.6201171875,6710.72021484375,6877.740234375,6877.740234375,765900000
1997-03-01,6874.2998046875,7112.10009765625,6561.2001953125,6583.47998046875,6583.47998046875,962230000
1997-04-01,6583.5,7057.5498046875,6356.77978515625,7009.0,7009.0,1098930000
1997-05-01,7008.990234375,7394.9501953125,6913.47021484375,7331.0,7331.0,1046600000
1997-06-01,7331.0,7834.06005859375,7253.77978515625,7672.7998046875,7672.7998046875,1086740000
1997-07-01,7678.0,8282.76953125,7667.35986328125,8222.599609375,8222.599609375,1265280000
1997-08-01,8222.7998046875,8299.490234375,7606.85986328125,7622.39990234375,7622.39990234375,1123190000
1997-09-01,7631.7001953125,8035.6298828125,7580.85009765625,7945.2998046875,7945.2998046875,1212550000
1997-10-01,7948.5,8184.7001953125,6971.06982421875,7442.10009765625,7442.10009765625,1605030000
1997-11-01,7445.7998046875,7881.06982421875,7349.990234375,7823.10009765625,7823.10009765625,1068290000
1997-12-01,7825.1201171875,8166.2900390625,7576.93017578125,7908.2998046875,7908.2998046875,1156060000
1998-01-01,7910.2001953125,8035.5400390625,7443.41015625,7906.5,7906.5,1324260000
1998-02-01,7909.990234375,8566.8896484375,7909.990234375,8545.7197265625,8545.7197265625,1031480000
1998-03-01,8544.4697265625,8959.240234375,8405.7197265625,8799.8095703125,8799.8095703125,1191880000
1998-04-01,8801.5595703125,9213.330078125,8748.740234375,9063.3701171875,9063.3701171875,1387960000
1998-05-01,9066.6103515625,9261.91015625,8788.099609375,8899.9501953125,8899.9501953125,1075240000
1998-06-01,8900.9501953125,9104.7197265625,8569.8798828125,8952.01953125,8952.01953125,1287570000
1998-07-01,8958.990234375,9367.83984375,8816.08984375,8883.2900390625,8883.2900390625,1413670000
1998-08-01,8883.2900390625,8886.1201171875,7539.06982421875,7539.06982421875,7539.06982421875,1641660000
1998-09-01,7545.759765625,8182.47021484375,7400.2998046875,7842.6201171875,7842.6201171875,1897140000
1998-10-01,7841.330078125,8659.8095703125,7467.490234375,8592.099609375,8592.099609375,1916330000
1998-11-01,8595.7001953125,9380.2001953125,8595.7001953125,9116.5498046875,9116.5498046875,1389030000
1998-12-01,9116.5498046875,9334.8798828125,8676.0302734375,9181.4296875,9181.4296875,1507520000
1999-01-01,9184.009765625,9647.9599609375,9063.259765625,9358.830078125,9358.830078125,1746490000
1999-02-01,9359.599609375,9611.330078125,9099.0400390625,9306.580078125,9306.580078125,1545220000
1999-03-01,9307.3896484375,10085.3095703125,9211.23046875,9786.16015625,9786.16015625,1993040000
1999-04-01,9786.4404296875,10961.7099609375,9765.6298828125,10789.0400390625,10789.0400390625,2096500000
1999-05-01,10789.0400390625,11130.669921875,10434.259765625,10559.740234375,10559.740234375,1842620000
1999-06-01,10561.009765625,11003.41015625,10409.1396484375,10970.7998046875,10970.7998046875,1766990000
1999-07-01,10966.0498046875,11252.26953125,10647.8603515625,10655.150390625,10655.150390625,1672190000
1999-08-01,10654.830078125,11365.9296875,10549.080078125,10829.2802734375,10829.2802734375,1857760000
1999-09-01,10828.4404296875,11142.41015625,10081.1298828125,10336.9501953125,10336.9501953125,1751910000
1999-10-01,10335.6904296875,10790.01953125,9976.01953125,10729.8603515625,10729.8603515625,2203030000
1999-11-01,10730.7802734375,11112.76953125,10536.26953125,10877.8095703125,10877.8095703125,3250890000
1999-12-01,10876.4697265625,11568.76953125,10859.650390625,11497.1201171875,11497.1201171875,3166150000
2000-01-01,11501.849609375,11750.2802734375,10701.6396484375,10940.5302734375,10940.5302734375,3854530000
2000-02-01,10937.740234375,11118.9296875,9836.0595703125,10128.3095703125,10128.3095703125,3661120000
2000-03-01,10128.1103515625,11234.650390625,9731.8095703125,10921.919921875,10921.919921875,4754630000
2000-04-01,10863.2802734375,11425.4501953125,10201.5302734375,10733.91015625,10733.91015625,4049750000
2000-05-01,10749.419921875,10971.240234375,10258.8095703125,10522.330078125,10522.330078125,3816980000
2000-06-01,10532.26953125,10863.0,10335.4599609375,10447.8896484375,10447.8896484375,3823590000
2000-07-01,10450.3603515625,10874.6298828125,10393.08984375,10521.98046875,10521.98046875,3248880000
2000-08-01,10523.8095703125,11319.0595703125,10516.759765625,11215.099609375,11215.099609375,3620730000
2000-09-01,11219.5400390625,11401.1904296875,10567.3203125,10650.919921875,10650.919921875,4639930000
2000-10-01,10659.0595703125,10995.41015625,9654.6396484375,10971.1396484375,10971.1396484375,6254820000
2000-11-01,10966.2099609375,11006.5,10292.3896484375,10414.490234375,10414.490234375,4680310000
2000-12-01,10416.759765625,10917.6796875,10299.2099609375,10787.990234375,10787.990234375,5202580000
2001-01-01,10790.919921875,11028.0,10468.0400390625,10887.3603515625,10887.3603515625,5825960000
2001-02-01,10884.8203125,11035.1396484375,10294.009765625,10495.2802734375,10495.2802734375,4164820000
2001-03-01,10493.25,10859.5,9106.5400390625,9878.7802734375,9878.7802734375,6086470000
2001-04-01,9877.16015625,10906.41015625,9375.7197265625,10734.9697265625,10734.9697265625,5241100000
